unity_time,python_time,latency_ms,fps,num_hands,num_joints
23.841157,72780.866681,-72757025.52,18.49,1,21
23.902235,72780.920734,-72757018.50,16.37,1,21
23.958413,72780.981885,-72757023.47,17.80,1,21
24.011537,72781.038140,-72757026.60,18.82,1,21
24.066873,72781.091315,-72757024.44,18.07,1,21
24.118244,72781.146392,-72757028.15,19.47,1,21
24.170193,72781.197937,-72757027.74,19.25,1,21
24.218658,72781.249748,-72757031.09,20.63,1,21
24.272360,72781.298348,-72757025.99,18.62,1,21
24.322351,72781.351919,-72757029.57,20.00,1,21
24.378262,72781.401968,-72757023.71,17.89,1,21
24.430666,72781.457863,-72757027.20,19.08,1,21
24.482448,72781.510204,-72757027.76,19.31,1,21
24.537307,72781.562031,-72757024.72,18.23,1,21
24.592000,72781.616972,-72757024.97,18.28,1,21
24.646625,72781.671564,-72757024.94,18.31,1,21
24.701111,72781.726574,-72757025.46,18.35,1,21
24.758878,72781.781052,-72757022.17,17.31,1,21
24.816347,72781.838624,-72757022.28,17.40,1,21
24.872165,72781.896125,-72757023.96,17.92,1,21
24.922661,72781.951742,-72757029.08,19.80,1,21
24.977280,72782.002232,-72757024.95,18.31,1,21
25.030864,72782.057106,-72757026.24,18.66,1,21
25.085073,72782.110737,-72757025.66,18.45,1,21
25.142404,72782.164590,-72757022.19,17.44,1,21
25.194498,72782.222078,-72757027.58,19.20,1,21
25.249214,72782.274001,-72757024.79,18.28,1,21
25.302414,72782.328777,-72757026.36,18.80,1,21
25.357033,72782.381904,-72757024.87,18.31,1,21
25.414123,72782.436767,-72757022.64,17.52,1,21
25.465939,72782.493637,-72757027.70,19.30,1,21
25.517468,72782.545482,-72757028.01,19.41,1,21
25.574844,72782.597022,-72757022.18,17.43,1,21
25.629562,72782.654489,-72757024.93,18.28,1,21
25.687528,72782.709414,-72757021.89,17.25,1,21
25.740141,72782.767137,-72757027.00,19.01,1,21
25.793247,72782.819758,-72757026.51,18.83,1,21
25.843383,72782.872769,-72757029.39,19.95,1,21
25.901236,72782.923105,-72757021.87,17.29,1,21
25.954880,72782.980801,-72757025.92,18.64,1,21
26.005955,72783.034501,-72757028.55,19.58,1,21
26.059159,72783.085477,-72757026.32,18.80,1,21
26.116844,72783.138912,-72757022.07,17.34,1,21
26.170627,72783.196401,-72757025.77,18.59,1,21
26.222819,72783.250249,-72757027.43,19.16,1,21
26.279237,72783.302420,-72757023.18,17.72,1,21
26.331194,72783.359009,-72757027.81,19.25,1,21
26.384175,72783.411155,-72757026.98,18.87,1,21
26.435583,72783.463683,-72757028.10,19.45,1,21
26.489405,72783.515165,-72757025.76,18.58,1,21
26.539279,72783.569056,-72757029.78,20.05,1,21
26.594878,72783.618853,-72757023.97,17.99,1,21
26.648800,72783.674666,-72757025.87,18.55,1,21
26.699999,72783.728486,-72757028.49,19.53,1,21
26.751929,72783.779567,-72757027.64,19.26,1,21
26.801826,72783.831680,-72757029.85,20.04,1,21
26.855058,72783.881408,-72757026.35,18.79,1,21
26.908534,72783.934634,-72757026.10,18.70,1,21
26.964745,72783.988129,-72757023.38,17.79,1,21
27.020344,72784.044676,-72757024.33,17.99,1,21
27.077997,72784.099872,-72757021.88,17.35,1,21
27.132818,72784.157558,-72757024.74,18.24,1,21
27.188608,72784.212579,-72757023.97,17.92,1,21
27.244834,72784.268259,-72757023.42,17.79,1,21
27.299520,72784.324523,-72757025.00,18.29,1,21
27.348882,72784.379023,-72757030.14,20.26,1,21
27.404736,72784.428597,-72757023.86,17.90,1,21
27.457776,72784.482531,-72757024.76,18.85,1,21
27.516026,72784.537519,-72757021.49,17.17,1,21
27.575928,72784.595620,-72757019.69,16.69,1,21
27.641841,72784.655831,-72757013.99,15.17,1,21
27.701292,72784.721577,-72757020.28,16.82,1,21
27.761732,72784.780872,-72757019.14,16.55,1,21
27.828907,72784.841449,-72757012.54,14.89,1,21
27.893897,72784.908658,-72757014.76,15.39,1,21
27.952913,72784.973778,-72757020.87,16.94,1,21
28.008352,72785.032389,-72757024.04,18.04,1,21
28.062349,72785.088112,-72757025.76,18.52,1,21
28.113365,72785.141898,-72757028.53,19.60,1,21
28.166326,72785.192448,-72757026.12,18.88,1,21
28.218178,72785.245904,-72757027.73,19.29,1,21
28.269291,72785.297763,-72757028.47,19.56,1,21
28.321050,72785.348851,-72757027.80,19.32,1,21
28.373227,72785.400574,-72757027.35,19.17,1,21
28.428756,72785.452885,-72757024.13,18.01,1,21
28.478179,72785.508262,-72757030.08,20.23,1,21
28.530349,72785.558064,-72757027.71,19.17,1,21
28.584566,72785.609866,-72757025.30,18.44,1,21
28.638493,72785.664057,-72757025.56,18.54,1,21
28.700139,72785.718069,-72757017.93,16.22,1,21
28.753982,72785.779787,-72757025.81,18.57,1,21
28.804714,72785.833615,-72757028.90,19.71,1,21
28.859513,72785.884297,-72757024.78,18.25,1,21
28.913166,72785.939067,-72757025.90,18.64,1,21
28.968136,72785.993100,-72757024.96,18.19,1,21
29.021293,72786.047862,-72757026.57,18.81,1,21
29.075776,72786.100792,-72757025.02,18.35,1,21
29.129468,72786.155494,-72757026.03,18.62,1,21
29.182967,72786.209123,-72757026.16,18.69,1,21
29.236010,72786.262676,-72757026.67,18.85,1,21
29.289105,72786.315525,-72757026.42,18.83,1,21
29.341600,72786.368717,-72757027.12,19.05,1,21
29.397070,72786.421315,-72757024.25,18.03,1,21
29.452807,72786.476650,-72757023.84,17.94,1,21
29.506165,72786.532424,-72757026.26,18.74,1,21
29.558447,72786.585782,-72757027.33,19.13,1,21
29.612729,72786.638139,-72757025.41,18.42,1,21
29.669856,72786.692395,-72757022.54,17.50,1,21
29.727967,72786.749445,-72757021.48,17.21,1,21
29.782336,72786.807823,-72757025.49,18.39,1,21
29.836913,72786.861898,-72757024.98,18.32,1,21
29.886109,72786.916499,-72757030.39,20.33,1,21
29.942823,72786.965712,-72757022.89,17.63,1,21
29.993576,72787.022467,-72757028.89,19.70,1,21
30.044973,72787.073409,-72757028.44,19.46,1,21
30.095973,72787.124483,-72757028.51,19.61,1,21
30.151981,72787.175569,-72757023.59,17.85,1,21
30.206335,72787.231739,-72757025.40,18.40,1,21
30.259187,72787.286319,-72757027.13,18.92,1,21
30.314749,72787.338687,-72757023.94,18.00,1,21
30.366265,72787.394424,-72757028.16,19.41,1,21
30.417712,72787.445830,-72757028.12,19.44,1,21
30.475882,72787.497325,-72757021.44,17.19,1,21
30.533365,72787.555704,-72757022.34,17.40,1,21
30.585490,72787.612837,-72757027.35,19.18,1,21
30.637340,72787.665178,-72757027.84,19.29,1,21
30.690829,72787.716904,-72757026.08,18.70,1,21
30.745352,72787.770342,-72757024.99,18.34,1,21
30.800111,72787.825067,-72757024.96,18.26,1,21
30.851432,72787.879610,-72757028.18,19.49,1,21
30.903171,72787.931016,-72757027.85,19.33,1,21
30.957683,72787.982918,-72757025.24,18.34,1,21
31.014100,72788.037256,-72757023.16,17.73,1,21
31.064440,72788.093666,-72757029.23,19.86,1,21
31.118747,72788.144099,-72757025.35,18.41,1,21
31.172515,72788.198343,-72757025.83,18.60,1,21
31.223808,72788.252155,-72757028.35,19.50,1,21
31.276637,72788.303723,-72757027.09,18.93,1,21
31.333282,72788.356183,-72757022.90,17.65,1,21
31.381303,72788.409673,-72757028.37,20.82,1,21
31.431644,72788.461009,-72757029.37,19.86,1,21
31.487098,72788.511313,-72757024.21,18.03,1,21
31.541190,72788.566624,-72757025.43,18.49,1,21
31.591160,72788.620942,-72757029.78,20.01,1,21
31.647094,72788.670842,-72757023.75,17.88,1,21
31.701688,72788.727063,-72757025.38,18.32,1,21
31.753178,72788.781351,-72757028.17,19.42,1,21
31.806814,72788.832983,-72757026.17,18.64,1,21
31.857931,72788.886445,-72757028.51,19.56,1,21
31.909834,72788.937458,-72757027.62,19.27,1,21
31.961305,72788.989575,-72757028.27,19.43,1,21
32.011785,72789.041032,-72757029.25,19.81,1,21
32.066009,72789.091385,-72757025.38,18.44,1,21
32.119225,72789.145670,-72757026.44,18.79,1,21
32.174994,72789.198791,-72757023.80,17.93,1,21
32.238258,72789.254714,-72757016.46,15.81,1,21
32.289749,72789.317902,-72757028.15,19.42,1,21
32.346818,72789.369444,-72757022.63,17.52,1,21
32.403356,72789.426465,-72757023.11,17.69,1,21
32.456393,72789.483027,-72757026.63,18.85,1,21
32.505642,72789.536073,-72757030.43,20.31,1,21
32.559710,72789.585236,-72757025.53,18.50,1,21
32.617001,72789.639320,-72757022.32,17.45,1,21
32.671701,72789.696775,-72757025.07,18.28,1,21
32.719959,72789.751321,-72757031.36,20.72,1,21
32.774057,72789.799541,-72757025.48,18.49,1,21
32.824057,72789.853856,-72757029.80,20.00,1,21
32.881989,72789.903898,-72757021.91,17.26,1,21
32.939568,72789.961828,-72757022.26,17.37,1,21
32.995331,72790.019135,-72757023.80,17.93,1,21
