unity_time,python_time,latency_ms,fps,num_hands,num_joints
23.655218,75426.176362,-75402521.14,18.98,1,21
23.706081,75426.229026,-75402522.94,19.66,1,21
23.764895,75426.279974,-75402515.08,17.00,1,21
23.817119,75426.338738,-75402521.62,19.15,1,21
23.877404,75426.391019,-75402513.61,16.59,1,21
23.927719,75426.451371,-75402523.65,19.87,1,21
23.982534,75426.501648,-75402519.11,18.24,1,21
24.036443,75426.556340,-75402519.90,18.55,0,0
24.086724,75426.610631,-75402523.91,19.89,0,0
24.142385,75426.660728,-75402518.34,17.97,0,0
24.191818,75426.716466,-75402524.65,20.23,0,0
24.240029,75426.765783,-75402525.75,20.74,1,21
24.296142,75426.814086,-75402517.94,17.82,1,21
24.349035,75426.870023,-75402520.99,18.91,1,21
24.404161,75426.922975,-75402518.81,18.14,1,21
24.457552,75426.978145,-75402520.59,18.73,1,21
24.508720,75427.031602,-75402522.88,19.54,1,21
24.564791,75427.082821,-75402518.03,17.83,1,21
24.615973,75427.138885,-75402522.91,19.54,1,21
24.668037,75427.189895,-75402521.86,19.21,1,21
24.724762,75427.241929,-75402517.17,17.63,1,21
24.778968,75427.298671,-75402519.70,18.45,1,21
24.827335,75427.353074,-75402525.74,20.67,1,21
24.880728,75427.401420,-75402520.69,18.73,1,21
24.933974,75427.454659,-75402520.69,18.78,1,21
24.987762,75427.507870,-75402520.11,18.59,1,21
25.036231,75427.561751,-75402525.52,20.63,1,21
25.090130,75427.610538,-75402520.41,18.55,1,21
25.149575,75427.664045,-75402514.47,16.82,1,21
25.205266,75427.723645,-75402518.38,17.96,1,21
25.254419,75427.779267,-75402524.85,20.34,1,21
25.308431,75427.828266,-75402519.84,18.51,1,21
25.365097,75427.882365,-75402517.27,17.65,1,21
25.418317,75427.938980,-75402520.66,18.79,1,21
25.472322,75427.992333,-75402520.01,18.52,1,21
25.521835,75428.046279,-75402524.44,20.20,1,21
25.576455,75428.095666,-75402519.21,18.31,1,21
25.631313,75428.150542,-75402519.23,18.23,1,21
25.679166,75428.205234,-75402526.07,20.90,1,21
25.732154,75428.253073,-75402520.92,18.87,1,21
25.788548,75428.306229,-75402517.68,17.73,1,21
25.838375,75428.362504,-75402524.13,20.07,1,21
25.892777,75428.412424,-75402519.65,18.38,1,21
25.946165,75428.466644,-75402520.48,18.73,1,21
25.998760,75428.520234,-75402521.47,19.01,1,21
26.057478,75428.572578,-75402515.10,17.03,1,21
26.131975,75428.631404,-75402499.43,13.42,1,21
26.181357,75428.705861,-75402524.50,20.25,1,21
26.253563,75428.755279,-75402501.72,13.85,2,42
26.306695,75428.827453,-75402520.76,18.82,1,21
26.358502,75428.880582,-75402522.08,19.30,1,21
26.410360,75428.932346,-75402521.99,19.28,1,21
26.465788,75428.984349,-75402518.56,18.04,1,21
26.519429,75429.039627,-75402520.20,18.64,1,21
26.570164,75429.093279,-75402523.12,19.71,1,21
26.624393,75429.143961,-75402519.57,18.44,1,21
26.677746,75429.198248,-75402520.50,18.74,1,21
26.732626,75429.251725,-75402519.10,18.22,1,21
26.806616,75429.306505,-75402499.89,13.52,1,21
26.875589,75429.380671,-75402505.08,14.50,1,21
26.931327,75429.449423,-75402518.10,17.94,1,21
26.982941,75429.505300,-75402522.36,19.37,1,21
27.032232,75429.553578,-75402521.35,20.29,1,21
27.086804,75429.606179,-75402519.37,18.32,1,21
27.142429,75429.660716,-75402518.29,17.98,1,21
27.191890,75429.716574,-75402524.68,20.22,1,21
27.246318,75429.765710,-75402519.39,18.37,0,0
27.311078,75429.820248,-75402509.17,15.44,0,0
27.365471,75429.884969,-75402519.50,18.38,1,21
27.417950,75429.939412,-75402521.46,19.06,1,21
27.467996,75429.991781,-75402523.78,19.98,1,21
27.523889,75430.042087,-75402518.20,17.89,1,21
27.576196,75430.097800,-75402521.60,19.12,1,21
27.632273,75430.150358,-75402518.08,17.83,1,21
27.684639,75430.206171,-75402521.53,19.10,1,21
27.736458,75430.258721,-75402522.26,19.30,1,21
27.790946,75430.310379,-75402519.43,18.35,1,21
27.863051,75430.364855,-75402501.80,13.87,1,21
27.915377,75430.436904,-75402521.53,19.11,1,21
27.965344,75430.489284,-75402523.94,20.01,1,21
28.017513,75430.539230,-75402521.72,19.17,1,21
28.094747,75430.591347,-75402496.60,12.95,1,21
28.146479,75430.668968,-75402522.49,19.33,1,21
28.201914,75430.720594,-75402518.68,18.04,1,21
28.257241,75430.775856,-75402518.62,18.07,1,21
28.310178,75430.831147,-75402520.97,18.89,1,21
28.365548,75430.884071,-75402518.52,18.06,1,21
28.421285,75430.939359,-75402518.07,17.94,1,21
28.472652,75430.995353,-75402522.70,19.47,1,21
28.533842,75431.046689,-75402512.85,16.34,1,21
28.587166,75431.107789,-75402520.62,18.75,1,21
28.641546,75431.161021,-75402519.47,18.39,1,21
28.691876,75431.215410,-75402523.53,19.87,1,21
28.744399,75431.265709,-75402521.31,19.04,1,21
28.801155,75431.318280,-75402517.13,17.62,1,21
28.851350,75431.374943,-75402523.59,19.92,1,21
28.902507,75431.425166,-75402522.66,19.55,1,21
28.960589,75431.476433,-75402515.84,17.22,1,21
29.011125,75431.534785,-75402523.66,19.79,1,21
29.061746,75431.585024,-75402523.28,19.75,1,21
29.114337,75431.635784,-75402521.45,19.01,1,21
29.168458,75431.688315,-75402519.86,18.48,1,21
29.217186,75431.742406,-75402525.22,20.52,1,21
29.267372,75431.790998,-75402523.63,19.93,1,21
29.316756,75431.841270,-75402524.51,20.25,1,21
29.367924,75431.890790,-75402522.87,19.54,1,21
29.420322,75431.941901,-75402521.58,19.08,1,21
29.474331,75431.994263,-75402519.93,18.52,0,0
29.530656,75432.048508,-75402517.85,17.75,1,21
29.582451,75432.104532,-75402522.08,19.31,1,21
29.634490,75432.156328,-75402521.84,19.22,1,21
29.691185,75432.208468,-75402517.28,17.64,1,21
29.743505,75432.265197,-75402521.69,19.11,1,21
29.800193,75432.317322,-75402517.13,17.64,1,21
29.853481,75432.374234,-75402520.75,18.77,1,21
29.906358,75432.427424,-75402521.07,18.91,1,21
29.961607,75432.480439,-75402518.83,18.10,1,21
30.013437,75432.535736,-75402522.30,19.29,1,21
30.064361,75432.587381,-75402523.02,19.64,1,21
30.116559,75432.638260,-75402521.70,19.16,0,0
30.170250,75432.690584,-75402520.33,18.63,1,21
30.225858,75432.744141,-75402518.28,17.98,1,21
30.280731,75432.799668,-75402518.94,18.22,1,21
30.339814,75432.854882,-75402515.07,16.93,1,21
30.401244,75432.913913,-75402512.67,16.28,0,0
30.454653,75432.975470,-75402520.82,18.72,1,21
30.514734,75433.028542,-75402513.81,16.64,1,21
30.568251,75433.088694,-75402520.44,18.69,1,21
30.621860,75433.142296,-75402520.44,18.65,1,21
30.690701,75433.195834,-75402505.13,14.53,1,21
30.766518,75433.264760,-75402498.24,13.19,1,21
30.815864,75433.340445,-75402524.58,20.26,1,21
30.894811,75433.389856,-75402495.05,12.67,1,21
30.964601,75433.468602,-75402504.00,14.33,1,21
30.999190,75433.538765,-75402539.57,28.91,0,0
31.048860,75433.573173,-75402524.31,20.13,1,21
31.104651,75433.622946,-75402518.30,17.92,1,21
31.163938,75433.678821,-75402514.88,16.87,1,21
31.214415,75433.737833,-75402523.42,19.81,1,21
31.265570,75433.788215,-75402522.65,19.55,0,0
31.315852,75433.839579,-75402523.73,19.89,1,21
31.368697,75433.889711,-75402521.01,18.92,1,21
31.423619,75433.942772,-75402519.15,18.21,1,21
31.480287,75433.997682,-75402517.40,17.65,1,21
31.529341,75434.054247,-75402524.91,20.39,1,21
31.579863,75434.103141,-75402523.28,19.79,1,21
31.634230,75434.153765,-75402519.53,18.39,0,0
31.688967,75434.208219,-75402519.25,18.27,0,0
31.742477,75434.263112,-75402520.64,18.69,1,21
31.796421,75434.316352,-75402519.93,18.54,1,21
31.851367,75434.370489,-75402519.12,18.20,1,21
31.881046,75434.425484,-75402544.44,33.69,0,0
31.932664,75434.455080,-75402522.42,19.37,1,21
31.982182,75434.506613,-75402524.43,20.19,1,21
32.037184,75434.556340,-75402519.16,18.18,1,21
32.089903,75434.611112,-75402521.21,18.97,1,21
32.138373,75434.663786,-75402525.41,20.63,1,21
32.198529,75434.712420,-75402513.89,16.62,1,21
32.252600,75434.772606,-75402520.01,18.49,1,21
32.307365,75434.826499,-75402519.13,18.26,1,21
32.359283,75434.881310,-75402522.03,19.26,1,21
32.389131,75434.933140,-75402544.01,33.50,0,0
32.441522,75434.961207,-75402519.69,19.09,1,21
32.498040,75435.015486,-75402517.45,17.69,1,21
32.549117,75435.071988,-75402522.87,19.58,1,21
32.602615,75435.122981,-75402520.37,18.69,1,21
32.655398,75435.176510,-75402521.11,18.95,1,21
32.707583,75435.229409,-75402521.83,19.16,1,21
32.763113,75435.281574,-75402518.46,18.01,0,0
32.811424,75435.337074,-75402525.65,20.70,1,21
32.868605,75435.385674,-75402517.07,17.49,1,21
32.928562,75435.442710,-75402514.15,16.68,1,21
32.982485,75435.502714,-75402520.23,18.54,1,21
33.036022,75435.556331,-75402520.31,18.68,1,21
33.088958,75435.610039,-75402521.08,18.89,1,21
33.163198,75435.662832,-75402499.63,13.47,0,0
33.216216,75435.737266,-75402521.05,18.86,0,0
33.283674,75435.790301,-75402506.63,14.82,0,0
33.337156,75435.857604,-75402520.45,18.70,0,0
33.408488,75435.911064,-75402502.58,14.02,1,21
33.462783,75435.982545,-75402519.76,18.42,1,21
33.531087,75436.036684,-75402505.60,14.64,0,0
33.583874,75436.105021,-75402521.15,18.94,0,0
